latest_date,stock_id,name,market,observed_days,close,pe_ratio,dividend_yield,pb_ratio,1d_avg_price,close_vs_avg_pct,1d_volume_lot,latest_volume_lot,volume_avg_lot,volume_5d_avg_lot,volume_ratio_1d,volume_ratio_5d,volume_score,volume_signal,1d_foreign_net_lot,1d_trust_net_lot,1d_inst_net_lot,foreign_net_volume_pct,trust_net_volume_pct,foreign_buy_streak,foreign_sell_streak,trust_buy_streak,trust_sell_streak,latest_foreign_net_lot,latest_trust_net_lot,top_buy_branch_name,top_buy_branch_net_lot,top_buy_branch_avg_price,top_sell_branch_name,top_sell_branch_net_lot,top_sell_branch_avg_price,branch_score,chip_score,margin_balance_change_lot,short_balance_change_lot,margin_score,base_score,branch_status,confluence_score,complete_chip_score,confluence_inst_score,confluence_branch_score,confluence_price_score,confluence_streak_score,confluence_direction_score,revenue_momentum_score,selection_score,revenue_month,revenue_mom_pct,revenue_yoy_pct,revenue_cumulative_yoy_pct,inst_net_volume_pct,top_buy_branch_volume_pct,close_vs_top_buy_avg_pct,selection_reason,base_reason,total_score
2026-05-18,8112,至上,TWSE,1,84.1,10.13,4.52,2.4,82.6223,1.79,17750.42,17750.42,17750.42,17750.42,1.0,1.0,0.0,正常,2607.28,-19.99,2587.29,14.69,-0.11,1,0,0,1,2607.28,-19.99,,,,,,,0.0,36.88,-562,52,3.34,56.89,未取得,0.0,56.89,0.0,0.0,0.0,0.0,0.0,16.67,56.89,2026-04,-34.24,55.96,111.09,,,,營收 2026-04，月增 -34.24%，年增 55.96%，累計年增 111.09%,外資買超；融資下降；營收 2026-04，月增 -34.24%，年增 55.96%，累計年增 111.09%,56.89
2026-05-18,2484,希華,TWSE,1,41.0,55.41,1.71,1.59,39.8196,2.96,15616.17,15616.17,15616.17,15616.17,1.0,1.0,0.0,正常,2491.1,0.0,2491.1,15.95,0.0,1,0,0,0,2491.1,0.0,,,,,,,0.0,40.0,-5,61,0.27,41.49,未取得,0.0,41.49,0.0,0.0,0.0,0.0,0.0,1.22,41.49,2026-04,16.51,0.03,-4.78,,,,營收 2026-04，月增 16.51%，年增 0.03%，累計年增 -4.78%,外資買超；融資下降；營收 2026-04，月增 16.51%，年增 0.03%，累計年增 -4.78%,41.49
2026-05-18,3024,憶聲,TWSE,1,17.8,197.78,1.24,1.63,17.4098,2.24,7458.19,7458.19,7458.19,7458.19,1.0,1.0,0.0,正常,2398.0,0.0,2398.0,32.15,0.0,1,0,0,0,2398.0,0.0,,,,,,,0.0,40.0,-21,15,0.4,30.4,未取得,0.0,30.4,0.0,0.0,0.0,0.0,0.0,-10,30.4,2026-04,-8.62,-70.82,-62.22,,,,營收 2026-04，月增 -8.62%，年增 -70.82%，累計年增 -62.22%,外資買超；融資下降；營收 2026-04，月增 -8.62%，年增 -70.82%，累計年增 -62.22%,30.4
2026-05-18,2408,南亞科,TWSE,1,305.0,27.31,0.49,4.9,297.6565,2.47,117077.71,117077.71,117077.71,117077.71,1.0,1.0,0.0,正常,2181.5,-8258.0,-6076.5,1.86,-7.05,1,0,0,1,2181.5,-8258.0,,,,,,,0.0,-18.56,-192,-33,0.16,5.6,未取得,0.0,5.6,0.0,0.0,0.0,0.0,0.0,24,5.6,2026-04,40.29,717.33,623.58,,,,營收 2026-04，月增 40.29%，年增 717.33%，累計年增 623.58%,外資買超；融資下降；營收 2026-04，月增 40.29%，年增 717.33%，累計年增 623.58%,5.6
2026-05-18,6271,同欣電,TWSE,1,185.0,27.45,1.62,1.46,181.7835,1.77,5745.63,5745.63,5745.63,5745.63,1.0,1.0,0.0,正常,2047.95,0.0,2047.95,35.64,0.0,1,0,0,0,2047.95,0.0,,,,,,,0.0,40.0,-142,11,2.59,42.91,未取得,0.0,42.91,0.0,0.0,0.0,0.0,0.0,0.32,42.91,2026-04,4.01,0.92,-2.03,,,,營收 2026-04，月增 4.01%，年增 0.92%，累計年增 -2.03%,外資買超；融資下降；營收 2026-04，月增 4.01%，年增 0.92%，累計年增 -2.03%,42.91
2026-05-18,3034,聯詠,TWSE,1,475.5,19.49,4.84,4.02,468.3681,1.52,5240.29,5240.29,5240.29,5240.29,1.0,1.0,0.0,正常,1924.65,2.94,1927.58,36.73,0.06,1,0,1,0,1924.65,2.94,,,,,,,0.0,42.64,-61,1,1.18,43.39,未取得,0.0,43.39,0.0,0.0,0.0,0.0,0.0,-0.43,43.39,2026-04,8.93,1.16,-10.68,,,,營收 2026-04，月增 8.93%，年增 1.16%，累計年增 -10.68%,外資買超；投信買超；融資下降；營收 2026-04，月增 8.93%，年增 1.16%，累計年增 -10.68%,43.39
2026-05-18,2368,金像電,TWSE,1,1250.0,56.43,0.8,18.33,1242.617,0.59,7982.65,7982.65,7982.65,7982.65,1.0,1.0,0.0,正常,1914.65,29.0,1943.65,23.99,0.36,1,0,1,0,1914.65,29.0,,,,,,,0.0,43.41,-100,-375,-0.16,63.21,未取得,0.0,63.21,0.0,0.0,0.0,0.0,0.0,19.96,63.21,2026-04,-1.29,58.41,60.84,,,,營收 2026-04，月增 -1.29%，年增 58.41%，累計年增 60.84%,外資買超；投信買超；融資下降；營收 2026-04，月增 -1.29%，年增 58.41%，累計年增 60.84%,63.21
2026-05-18,3376,新日興,TWSE,1,205.5,302.21,2.92,2.31,200.491,2.5,6122.82,6122.82,6122.82,6122.82,1.0,1.0,0.0,正常,1893.9,0.0,1893.9,30.93,0.0,1,0,0,0,1893.9,0.0,,,,,,,0.0,40.0,-89,-39,1.26,38.65,未取得,0.0,38.65,0.0,0.0,0.0,0.0,0.0,-2.61,38.65,2026-04,12.61,-10.02,-14.52,,,,營收 2026-04，月增 12.61%，年增 -10.02%，累計年增 -14.52%,外資買超；融資下降；營收 2026-04，月增 12.61%，年增 -10.02%，累計年增 -14.52%,38.65
2026-05-18,2886,兆豐金,TWSE,1,39.55,16.76,4.42,1.5,39.6436,-0.24,28226.05,28226.05,28226.05,28226.05,1.0,1.0,0.0,正常,1867.95,-12.0,1855.95,6.62,-0.04,1,0,0,1,1867.95,-12.0,,,,,,,0.0,23.89,-2,2,0.01,42.89,未取得,0.0,42.89,0.0,0.0,0.0,0.0,0.0,18.99,42.89,2026-04,47.18,59.68,21.56,,,,營收 2026-04，月增 47.18%，年增 59.68%，累計年增 21.56%,外資買超；融資下降；營收 2026-04，月增 47.18%，年增 59.68%，累計年增 21.56%,42.89
2026-05-18,2880,華南金,TWSE,1,31.85,16.76,4.55,1.88,32.1108,-0.81,21630.66,21630.66,21630.66,21630.66,1.0,1.0,0.0,正常,1752.33,-6011.0,-4258.67,8.1,-27.79,1,0,0,1,1752.33,-6011.0,,,,,,,0.0,-21.3,-47,0,0.22,-7.77,未取得,0.0,-7.77,0.0,0.0,0.0,0.0,0.0,13.31,-7.77,2026-04,13.55,46.99,20.15,,,,營收 2026-04，月增 13.55%，年增 46.99%，累計年增 20.15%,外資買超；融資下降；營收 2026-04，月增 13.55%，年增 46.99%，累計年增 20.15%,-7.77
2026-05-18,3049,精金,TWSE,1,12.05,,0.0,1.37,11.9453,0.88,6383.66,6383.66,6383.66,6383.66,1.0,1.0,0.0,正常,1673.0,0.0,1673.0,26.21,0.0,1,0,0,0,1673.0,0.0,,,,,,,0.0,40.0,-10,0,0.16,30.16,未取得,0.0,30.16,0.0,0.0,0.0,0.0,0.0,-10,30.16,2026-04,-47.93,-72.14,-37.54,,,,營收 2026-04，月增 -47.93%，年增 -72.14%，累計年增 -37.54%,外資買超；融資下降；營收 2026-04，月增 -47.93%，年增 -72.14%，累計年增 -37.54%,30.16
2026-05-18,2379,瑞昱,TWSE,1,560.0,20.16,4.46,6.39,550.7969,1.67,4398.43,4398.43,4398.43,4398.43,1.0,1.0,0.0,正常,1658.21,-66.0,1592.21,37.7,-1.5,1,0,0,1,1658.21,-66.0,,,,,,,0.0,33.75,-63,1,1.45,38.5,未取得,0.0,38.5,0.0,0.0,0.0,0.0,0.0,3.3,38.5,2026-04,2.88,11.28,5.79,,,,營收 2026-04，月增 2.88%，年增 11.28%，累計年增 5.79%,外資買超；融資下降；營收 2026-04，月增 2.88%，年增 11.28%，累計年增 5.79%,38.5
2026-05-18,5351,鈺創,TPEX,1,85.3,87.94,0.0,5.9,84.7405,0.66,19177.0,19177.0,19177.0,19177.0,1.0,1.0,0.0,正常,1618.65,0.0,1618.65,8.44,0.0,1,0,0,0,1618.65,0.0,,,,,,,0.0,31.63,-509,-53,2.57,57.11,未取得,0.0,57.11,0.0,0.0,0.0,0.0,0.0,22.91,57.11,2026-04,20.91,417.06,359.74,,,,營收 2026-04，月增 20.91%，年增 417.06%，累計年增 359.74%,外資買超；融資下降；營收 2026-04，月增 20.91%，年增 417.06%，累計年增 359.74%,57.11
2026-05-18,6451,訊芯-KY,TWSE,1,520.0,,0.07,7.88,546.6567,-4.88,7779.09,7779.09,7779.09,7779.09,1.0,1.0,0.0,正常,1521.58,0.0,1521.58,19.56,0.0,1,0,0,0,1521.58,0.0,,,,,,,0.0,37.0,-857,-71,7.73,42.96,未取得,0.0,42.96,0.0,0.0,0.0,0.0,0.0,-1.77,42.96,2026-04,11.8,-2.79,-16.76,,,,營收 2026-04，月增 11.8%，年增 -2.79%，累計年增 -16.76%,外資買超；融資下降；營收 2026-04，月增 11.8%，年增 -2.79%，累計年增 -16.76%,42.96
2026-05-18,3712,永崴投控,TWSE,1,15.5,,19.35,1.28,15.4941,0.04,8161.87,8161.87,8161.87,8161.87,1.0,1.0,0.0,正常,1516.09,0.0,1516.09,18.58,0.0,1,0,0,0,1516.09,0.0,,,,,,,0.0,40.0,-38,261,2.38,37.31,未取得,0.0,37.31,0.0,0.0,0.0,0.0,0.0,-5.07,37.31,2026-04,10.21,-8.29,-37.77,,,,營收 2026-04，月增 10.21%，年增 -8.29%，累計年增 -37.77%,外資買超；融資下降；營收 2026-04，月增 10.21%，年增 -8.29%，累計年增 -37.77%,37.31
2026-05-18,4916,事欣科,TWSE,1,74.4,13.26,0.67,2.52,74.2725,0.17,8465.88,8465.88,8465.88,8465.88,1.0,1.0,0.0,正常,1515.79,0.0,1515.79,17.9,0.0,1,0,0,0,1515.79,0.0,,,,,,,0.0,40.0,-392,221,6.2,60.7,未取得,0.0,60.7,0.0,0.0,0.0,0.0,0.0,14.5,60.7,2026-04,5.37,50.22,30.08,,,,營收 2026-04，月增 5.37%，年增 50.22%，累計年增 30.08%,外資買超；融資下降；營收 2026-04，月增 5.37%，年增 50.22%，累計年增 30.08%,60.7
2026-05-18,1447,力鵬,TWSE,1,5.76,,0.0,0.64,5.7567,0.06,8256.91,8256.91,8256.91,8256.91,1.0,1.0,0.0,正常,1449.29,0.0,1449.29,17.55,0.0,1,0,0,0,1449.29,0.0,,,,,,,0.0,40.0,-88,0,1.07,47.28,未取得,0.0,47.28,0.0,0.0,0.0,0.0,0.0,6.21,47.28,2026-04,-15.82,27.79,19.42,,,,營收 2026-04，月增 -15.82%，年增 27.79%，累計年增 19.42%,外資買超；融資下降；營收 2026-04，月增 -15.82%，年增 27.79%，累計年增 19.42%,47.28
2026-05-18,4958,臻鼎-KY,TWSE,1,388.5,54.8,0.89,3.31,384.2263,1.11,32275.27,32275.27,32275.27,32275.27,1.0,1.0,0.0,正常,1375.34,-2688.0,-1312.66,4.26,-8.33,1,0,0,1,1375.34,-2688.0,,,,,,,0.0,-16.05,-31,10,0.11,-13.33,未取得,0.0,-13.33,0.0,0.0,0.0,0.0,0.0,2.61,-13.33,2026-04,-1.6,11.83,4.2,,,,營收 2026-04，月增 -1.6%，年增 11.83%，累計年增 4.2%,外資買超；融資下降；營收 2026-04，月增 -1.6%，年增 11.83%，累計年增 4.2%,-13.33
2026-05-18,6282,康舒,TWSE,1,50.8,101.6,1.57,1.93,49.9557,1.69,19528.84,19528.84,19528.84,19528.84,1.0,1.0,0.0,正常,1373.85,0.0,1373.85,7.03,0.0,1,0,0,0,1373.85,0.0,,,,,,,0.0,27.7,-871,19,4.52,42.22,未取得,0.0,42.22,0.0,0.0,0.0,0.0,0.0,10.0,42.22,2026-04,0.19,34.61,23.44,,,,營收 2026-04，月增 0.19%，年增 34.61%，累計年增 23.44%,外資買超；融資下降；營收 2026-04，月增 0.19%，年增 34.61%，累計年增 23.44%,42.22
2026-05-18,4919,新唐,TWSE,1,148.5,,0.27,4.72,145.0071,2.41,17041.63,17041.63,17041.63,17041.63,1.0,1.0,0.0,正常,1338.79,0.0,1338.79,7.86,0.0,1,0,0,0,1338.79,0.0,,,,,,,0.0,30.0,-1300,152,8.16,35.57,未取得,0.0,35.57,0.0,0.0,0.0,0.0,0.0,-2.59,35.57,2026-04,-19.81,1.59,-3.11,,,,營收 2026-04，月增 -19.81%，年增 1.59%，累計年增 -3.11%,外資買超；融資下降；營收 2026-04，月增 -19.81%，年增 1.59%，累計年增 -3.11%,35.57
2026-05-18,8358,金居,TPEX,1,428.0,82.15,0.47,13.26,406.5407,5.28,3049.0,3049.0,3049.0,3049.0,1.0,1.0,0.0,正常,1318.7,0.0,1318.7,43.25,0.0,1,0,0,0,1318.7,0.0,,,,,,,0.0,34.0,-558,9,8.18,56.15,未取得,0.0,56.15,0.0,0.0,0.0,0.0,0.0,13.97,56.15,2026-04,4.66,35.81,43.56,,,,營收 2026-04，月增 4.66%，年增 35.81%，累計年增 43.56%,外資買超；融資下降；營收 2026-04，月增 4.66%，年增 35.81%，累計年增 43.56%,56.15
2026-05-18,6182,合晶,TPEX,1,55.0,1375.0,0.0,2.07,53.3105,3.17,9182.0,9182.0,9182.0,9182.0,1.0,1.0,0.0,正常,1263.02,0.0,1263.02,13.76,0.0,1,0,0,0,1263.02,0.0,,,,,,,0.0,33.0,-886,-184,7.4,41.74,未取得,0.0,41.74,0.0,0.0,0.0,0.0,0.0,1.34,41.74,2026-04,-2.64,3.0,6.95,,,,營收 2026-04，月增 -2.64%，年增 3.0%，累計年增 6.95%,外資買超；融資下降；營收 2026-04，月增 -2.64%，年增 3.0%，累計年增 6.95%,41.74
2026-05-18,4306,炎洲,TWSE,1,13.6,35.79,5.15,0.71,13.4699,0.97,2620.97,2620.97,2620.97,2620.97,1.0,1.0,0.0,正常,1251.06,0.0,1251.06,47.73,0.0,1,0,0,0,1251.06,0.0,,,,,,,0.0,40.0,-155,0,5.91,52.69,未取得,0.0,52.69,0.0,0.0,0.0,0.0,0.0,6.78,52.69,2026-04,3.4,24.04,12.8,,,,營收 2026-04，月增 3.4%，年增 24.04%，累計年增 12.8%,外資買超；融資下降；營收 2026-04，月增 3.4%，年增 24.04%，累計年增 12.8%,52.69
2026-05-18,2609,陽明,TWSE,1,48.55,15.76,4.12,0.52,48.5492,0.0,13803.5,13803.5,13803.5,13803.5,1.0,1.0,0.0,正常,1194.27,0.9,1195.17,8.65,0.01,1,0,1,0,1194.27,0.9,,,,,,,0.0,34.75,-263,4,1.92,39.46,未取得,0.0,39.46,0.0,0.0,0.0,0.0,0.0,2.79,39.46,2026-04,14.23,13.88,-8.83,,,,營收 2026-04，月增 14.23%，年增 13.88%，累計年增 -8.83%,外資買超；投信買超；融資下降；營收 2026-04，月增 14.23%，年增 13.88%，累計年增 -8.83%,39.46
2026-05-18,3221,台嘉碩,TPEX,1,44.6,153.79,0.63,2.24,43.0279,3.65,7385.0,7385.0,7385.0,7385.0,1.0,1.0,0.0,正常,1155.0,0.0,1155.0,15.64,0.0,1,0,0,0,1155.0,0.0,,,,,,,0.0,34.0,-451,76,6.72,45.8,未取得,0.0,45.8,0.0,0.0,0.0,0.0,0.0,5.08,45.8,2026-04,17.62,13.65,3.15,,,,營收 2026-04，月增 17.62%，年增 13.65%，累計年增 3.15%,外資買超；融資下降；營收 2026-04，月增 17.62%，年增 13.65%，累計年增 3.15%,45.8
2026-05-18,1711,永光,TWSE,1,48.9,,0.61,3.25,48.4298,0.97,22684.82,22684.82,22684.82,22684.82,1.0,1.0,0.0,正常,1148.09,0.0,1148.09,5.06,0.0,1,0,0,0,1148.09,0.0,,,,,,,0.0,22.17,-1081,13,4.8,25.63,未取得,0.0,25.63,0.0,0.0,0.0,0.0,0.0,-1.34,25.63,2026-04,-13.8,-1.37,3.53,,,,營收 2026-04，月增 -13.8%，年增 -1.37%，累計年增 3.53%,外資買超；融資下降；營收 2026-04，月增 -13.8%，年增 -1.37%，累計年增 3.53%,25.63
2026-05-18,2455,全新,TWSE,1,387.0,122.08,0.68,19.52,371.0394,4.3,2920.96,2920.96,2920.96,2920.96,1.0,1.0,0.0,正常,1135.7,0.0,1135.7,38.88,0.0,1,0,0,0,1135.7,0.0,,,,,,,0.0,34.0,-163,169,8.58,53.61,未取得,0.0,53.61,0.0,0.0,0.0,0.0,0.0,11.03,53.61,2026-04,2.36,37.75,24.68,,,,營收 2026-04，月增 2.36%，年增 37.75%，累計年增 24.68%,外資買超；融資下降；營收 2026-04，月增 2.36%，年增 37.75%，累計年增 24.68%,53.61
2026-05-18,2342,茂矽,TWSE,1,39.65,,0.76,2.7,39.3091,0.87,3850.2,3850.2,3850.2,3850.2,1.0,1.0,0.0,正常,1079.0,0.0,1079.0,28.02,0.0,1,0,0,0,1079.0,0.0,,,,,,,0.0,40.0,-389,-11,7.91,46.22,未取得,0.0,46.22,0.0,0.0,0.0,0.0,0.0,-1.69,46.22,2026-04,4.06,-3.46,-9.71,,,,營收 2026-04，月增 4.06%，年增 -3.46%，累計年增 -9.71%,外資買超；融資下降；營收 2026-04，月增 4.06%，年增 -3.46%，累計年增 -9.71%,46.22
2026-05-18,6166,凌華,TWSE,1,113.5,31.44,1.06,4.27,115.8593,-2.04,7894.62,7894.62,7894.62,7894.62,1.0,1.0,0.0,正常,1058.94,0.0,1058.94,13.41,0.0,1,0,0,0,1058.94,0.0,,,,,,,0.0,38.73,-315,2,3.99,60.21,未取得,0.0,60.21,0.0,0.0,0.0,0.0,0.0,17.49,60.21,2026-04,5.64,63.16,37.59,,,,營收 2026-04，月增 5.64%，年增 63.16%，累計年增 37.59%,外資買超；融資下降；營收 2026-04，月增 5.64%，年增 63.16%，累計年增 37.59%,60.21
2026-05-18,2332,友訊,TWSE,1,14.0,,0.71,1.01,13.8461,1.11,3285.86,3285.86,3285.86,3285.86,1.0,1.0,0.0,正常,1033.0,0.0,1033.0,31.44,0.0,1,0,0,0,1033.0,0.0,,,,,,,0.0,40.0,-174,-4,5.26,49.58,未取得,0.0,49.58,0.0,0.0,0.0,0.0,0.0,4.32,49.58,2026-04,-0.77,18.53,6.72,,,,營收 2026-04，月增 -0.77%，年增 18.53%，累計年增 6.72%,外資買超；融資下降；營收 2026-04，月增 -0.77%，年增 18.53%，累計年增 6.72%,49.58
2026-05-18,2399,映泰,TWSE,1,45.6,29.23,0.0,3.3,45.0554,1.21,9013.17,9013.17,9013.17,9013.17,1.0,1.0,0.0,正常,935.3,0.0,935.3,10.38,0.0,1,0,0,0,935.3,0.0,,,,,,,0.0,36.3,-44,10,0.55,44.16,未取得,0.0,44.16,0.0,0.0,0.0,0.0,0.0,7.31,44.16,2026-04,34.68,21.9,-4.93,,,,營收 2026-04，月增 34.68%，年增 21.9%，累計年增 -4.93%,外資買超；融資下降；營收 2026-04，月增 34.68%，年增 21.9%，累計年增 -4.93%,44.16
2026-05-18,6227,茂綸,TPEX,1,119.0,13.65,3.78,3.14,118.4863,0.43,4401.0,4401.0,4401.0,4401.0,1.0,1.0,0.0,正常,904.0,0.0,904.0,20.54,0.0,1,0,0,0,904.0,0.0,,,,,,,0.0,40.0,-489,148,10,61.45,未取得,0.0,61.45,0.0,0.0,0.0,0.0,0.0,11.45,61.45,2026-04,30.49,16.61,30.02,,,,營收 2026-04，月增 30.49%，年增 16.61%，累計年增 30.02%,外資買超；融資下降；營收 2026-04，月增 30.49%，年增 16.61%，累計年增 30.02%,61.45
2026-05-18,5309,系統電,TPEX,1,66.0,314.29,0.76,2.9,64.605,2.16,6221.0,6221.0,6221.0,6221.0,1.0,1.0,0.0,正常,875.91,0.0,875.91,14.08,0.0,1,0,0,0,875.91,0.0,,,,,,,0.0,39.26,-135,46,2.61,43.96,未取得,0.0,43.96,0.0,0.0,0.0,0.0,0.0,2.09,43.96,2026-04,4.59,7.65,1.01,,,,營收 2026-04，月增 4.59%，年增 7.65%，累計年增 1.01%,外資買超；融資下降；營收 2026-04，月增 4.59%，年增 7.65%，累計年增 1.01%,43.96
